titre,entreprise,ville,contrat,date,lien,source,date_expiration
Gestionnaire de la sécurité incendie,,Dakar,Emplois,25 mars 2026 à 0h00,https://annonces.senego.com/gestionnaire-de-la-securite-incendie/169,senego,
Responsable des opérations des partenariats,,Dakar,Emplois,25 mars 2026 à 0h00,https://annonces.senego.com/responsable-des-operations-des-partenariats/166,senego,
Point focal,,Dakar,Emplois,25 mars 2026 à 0h00,https://annonces.senego.com/point-focal/163,senego,
Commercial Secteur : Location de voitures & Transport touristique,,Dakar,Emplois,24 mars 2026 à 12h00,https://annonces.senego.com/commercial-secteur-location-de-voitures-transport-touristique/160,senego,
Responsable Financier (Finance manager),,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/responsable-financier-finance-manager/154,senego,
Programme Manager,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/programme-manager/151,senego,
UI/UX Designer,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/ui-ux-designer/148,senego,
Data scientist / biostatisticien(ne) clinique,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/data-scientist-biostatisticien-ne-clinique/145,senego,
Junior Business Development Manager / Trainee,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/junior-business-development-manager-trainee/158,senego,
Ingénieur en Electromécanique,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/ingenieur-en-electromecanique/155,senego,
Buandier,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/buandier/152,senego,
Communications and Multimedia Officer (bilingue),,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/communications-and-multimedia-officer-bilingue/149,senego,
Chercheur en science clinique,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/chercheur-en-science-clinique/146,senego,
Chargé(e) de projets et de programmes cultuels d’évènements,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/charge-e-de-projets-et-de-programmes-cultuels-devenements/159,senego,
Commerciale,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/commerciale/143,senego,
Chargé·e Développement Commercial & Relation Client B2B,,Dakar,Emplois,24 mars 2026 à 0h00,https://annonces.senego.com/charge·e-developpement-commercial-relation-client-b2b/156,senego,
COMMERCIAL DAKAR,,Dakar,Emplois,23 mars 2026 à 12h01,https://annonces.senego.com/commercial-dakar/142,senego,
Conseiller Commercial Particuliers,,Dakar,Emplois,22 mars 2026 à 12h01,https://annonces.senego.com/conseiller-commercial-particuliers/141,senego,
Comercial Technicien Biomédical Spécialisé en Ophtalmologie,,Dakar,Emplois,21 mars 2026 à 18h02,https://annonces.senego.com/comercial-technicien-biomedical-specialise-en-ophtalmologie/140,senego,
Software Solution Architect,,Dakar,Emplois,21 mars 2026 à 18h02,https://annonces.senego.com/software-solution-architect/139,senego,
Ambassadeur Digital SOS-Expat – réseaux sociaux – ouvert à tous,,Dakar,Emplois,21 mars 2026 à 12h01,https://annonces.senego.com/ambassadeur-digital-sos-expat-reseaux-sociaux-ouvert-a-tous/137,senego,
IT Manager,,Dakar,Emplois,21 mars 2026 à 12h01,https://annonces.senego.com/it-manager/138,senego,
Responsable Financier (Finance Manager),,Dakar,Emplois,21 mars 2026 à 0h01,https://annonces.senego.com/responsable-financier-finance-manager/133,senego,
Spécialiste en laboratoire et en diagnostic-Santé ani...,,Dakar,Emplois,21 mars 2026 à 0h01,https://annonces.senego.com/specialiste-en-laboratoire-et-en-diagnostic-sante-ani.../130,senego,
Spécialiste en épidémiologie et surveillance,,Dakar,Emplois,21 mars 2026 à 0h01,https://annonces.senego.com/specialiste-en-epidemiologie-et-surveillance/132,senego,
"Consultant régional en informatique (Dakar, Sénégal)",,Dakar,Emplois,20 mars 2026 à 18h01,https://annonces.senego.com/consultant-regional-en-informatique-dakar-senegal/127,senego,
"APPEL D'OFFRE / Matériaux de construction dans huit régions : Dakar, D...",,Dakar,Emplois,20 mars 2026 à 18h01,https://annonces.senego.com/appel-doffre-materiaux-de-construction-dans-huit-regions-dakar-diourbel-kaffrine-fatick-louga-saint-louis-thies-kaolack/128,senego,
Ingénieur QHSE Terrain,,Dakar,Emplois,20 mars 2026 à 18h01,https://annonces.senego.com/ingenieur-qhse-terrain/129,senego,
Appel à Consultance / Développement d'outils de conseil centrés sur le...,,Dakar,Emplois,20 mars 2026 à 12h01,https://annonces.senego.com/appel-a-consultance-developpement-doutils-de-conseil-centres-sur-les-femmes-et-formation-des-agents-de-sante-au-senegal/126,senego,
Container Cleaner,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/container-cleaner/111,senego,
APPEL D'OFFRE / Matériaux de construction dans huit r�...,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/appel-doffre-materiaux-de-construction-dans-huit-r.../108,senego,
Assistant de recherche,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/assistant-de-recherche/124,senego,
Superviseur de Travaux (Senior),,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/superviseur-de-travaux-senior/121,senego,
Équipier.e,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/equipier.e/118,senego,
Gouvernant.e Générale Adjointe,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/gouvernant.e-generale-adjointe/115,senego,
Agent de transit,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/agent-de-transit/112,senego,
Regional Human Resources Officer (P),,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/regional-human-resources-officer-p/125,senego,
Senior HR Business Partner,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/senior-hr-business-partner/109,senego,
Gestionnaire du budget et des ressources CEM,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/gestionnaire-du-budget-et-des-ressources-cem/122,senego,
Commis.e Cuisine,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/commis.e-cuisine/119,senego,
Gouvernant.e d’Étages,,Dakar,Emplois,20 mars 2026 à 0h02,https://annonces.senego.com/gouvernant.e-detages/116,senego,
Programme ManagerCDI,,Dakar,Emplois,19 mars 2026 à 18h02,https://annonces.senego.com/programme-managercdi/106,senego,
Agent Communication & Marketing,,Dakar,Emplois,19 mars 2026 à 18h02,https://annonces.senego.com/agent-communication-marketing/104,senego,
Global Programmes & Philanthropy Advisor – CIFF ProgrammesCDI,,Dakar,Emplois,19 mars 2026 à 18h02,https://annonces.senego.com/global-programmes-philanthropy-advisor-ciff-programmescdi/105,senego,
"Regional Human Resources Officer (P2) Dakar, SenegalCDI",,Dakar,Emplois,19 mars 2026 à 12h02,https://annonces.senego.com/regional-human-resources-officer-p2-dakar-senegalcdi/103,senego,
Commercial & Télévente (H/F) – Dakar,,Dakar,Emplois,19 mars 2026 à 12h02,https://annonces.senego.com/commercial-televente-h-f-dakar/101,senego,
Agent(e) de développement commercial H/F,,Dakar,Emplois,19 mars 2026 à 12h02,https://annonces.senego.com/agent-e-de-developpement-commercial-h-f/102,senego,
CGPP Global Senior Technical Advisor (GSTA)CDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/cgpp-global-senior-technical-advisor-gsta-cdi/90,senego,
Responsable de la conformité,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/responsable-de-la-conformite/74,senego,
Responsable Stratégie et CoordinationCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/responsable-strategie-et-coordinationcdi/87,senego,
Agent de recette réseaux optiques,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/agent-de-recette-reseaux-optiques/71,senego,
Assistant de direction,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/assistant-de-direction/70,senego,
Regional Head of Program – Central &West AfricaCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/regional-head-of-program-central-west-africacdi/86,senego,
External Relations Intern,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/external-relations-intern/67,senego,
Assistant(e) Communication et MédiaCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/assistant-e-communication-et-mediacdi/83,senego,
Conseillers CommerciauxCDD,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/conseillers-commerciauxcdd/99,senego,
Chargé.e de Mission auprès de la Direction (Chief of Staff Junior),,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/charge.e-de-mission-aupres-de-la-direction-chief-of-staff-junior/64,senego,
Work Control Clerk,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/work-control-clerk/80,senego,
"BTP, Constructions bâtimentCDI",,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/btp-constructions-batimentcdi/96,senego,
Dev Front-End Expérimenté – React.js,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/dev-front-end-experimente-react.js/61,senego,
Développeur Expérimenté,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/developpeur-experimente/77,senego,
FONGA Coordination & Localisation Manager SenegalCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/fonga-coordination-localisation-manager-senegalcdi/93,senego,
Programme Risk Management Intern,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/programme-risk-management-intern/68,senego,
Director of PartnershipsCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/director-of-partnershipscdi/84,senego,
Conseiller commercial/MarketingCDD,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/conseiller-commercial-marketingcdd/97,senego,
CDD – Chef de projet PROALAB F/HCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/cdd-chef-de-projet-proalab-f-hcdi/81,senego,
GARDIEN / AGENT DE SÉCURITÉ – Dakar – Sénégal – H/FCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/gardien-agent-de-securite-dakar-senegal-h-fcdi/94,senego,
Dev Full Stack Expérimenté – Java / Angular,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/dev-full-stack-experimente-java-angular/62,senego,
Chef commercial terrain,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/chef-commercial-terrain/78,senego,
Program ManagerCDI,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/program-managercdi/91,senego,
Chargé.e de dossier comptable/Caissier.ère,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/charge.e-de-dossier-comptable-caissier.ere/75,senego,
"Spécialiste des données pour le Sénégal, basé.e à DakarCDI",,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/specialiste-des-donnees-pour-le-senegal-base.e-a-dakarcdi/88,senego,
Community Manager,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/community-manager/72,senego,
Chauffeur Yango,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/chauffeur-yango/76,senego,
"Senior Research Officer for West & Central Africa, based in DakarCDI",,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/senior-research-officer-for-west-central-africa-based-in-dakarcdi/92,senego,
Stagiaire en Contrôle de Gestion,,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/stagiaire-en-controle-de-gestion/73,senego,
"Global Energy Adviser, Solarisation – Central & West Africa (CWA)CDI",,Dakar,Emplois,19 mars 2026 à 6h02,https://annonces.senego.com/global-energy-adviser-solarisation-central-west-africa-cwa-cdi/89,senego,
Un.e stagiaire assistant(e) de direction / communication,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/un.e-stagiaire-assistant-e-de-direction-communication/46,senego,
FONGA Coordination & Localisation Manager Senegal,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/fonga-coordination-localisation-manager-senegal/43,senego,
Formateur(trice) en Data Sciences,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/formateur-trice-en-data-sciences/59,senego,
CGPP Global Senior Technical Advisor (GSTA),,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/cgpp-global-senior-technical-advisor-gsta/40,senego,
Recrutement Télévendeurs Expérimentés,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/recrutement-televendeurs-experimentes/56,senego,
Responsable Stratégie et Coordination,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/responsable-strategie-et-coordination/37,senego,
Conseillers Commerciaux,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/conseillers-commerciaux/53,senego,
Director of Partnerships,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/director-of-partnerships/34,senego,
"BTP, Constructions bâtiment",,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/btp-constructions-batiment/50,senego,
CDD – Chef de projet PROALAB F/H,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/cdd-chef-de-projet-proalab-f-h/31,senego,
RESPONSABLE REMUNERATION ET ADMINISTRATION DU PERSONNEL,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/responsable-remuneration-et-administration-du-personnel/47,senego,
GARDIEN / AGENT DE SÉCURITÉ – Dakar – Sénégal – H/F,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/gardien-agent-de-securite-dakar-senegal-h-f/44,senego,
Program Manager,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/program-manager/41,senego,
"Senior Technical Advisor, DHIS2 (Francophone)",,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/senior-technical-advisor-dhis2-francophone/57,senego,
"Spécialiste des données pour le Sénégal, basé.e à Dakar",,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/specialiste-des-donnees-pour-le-senegal-base.e-a-dakar/38,senego,
PHOENIX CONSULTING GROUP RECHERCHE UN COORDONNATEUR DE FLOTTE,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/phoenix-consulting-group-recherche-un-coordonnateur-de-flotte/54,senego,
"Regional Thematic Specialist (Climate Action and Mobility) (P4) Dakar,...",,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/regional-thematic-specialist-climate-action-and-mobility-p4-dakar-senegal-open-for-applications-from-internal-internal-equivalent-candidates/35,senego,
Conseiller commercial/Marketing,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/conseiller-commercial-marketing/51,senego,
CDD – Architecte junior F/H,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/cdd-architecte-junior-f-h/32,senego,
CGPP Senegal Secretariat Director,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/cgpp-senegal-secretariat-director/48,senego,
Technical Fisheries Officer – Senegal and the Gambia,,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/technical-fisheries-officer-senegal-and-the-gambia/45,senego,
"Senior Research Officer for West & Central Africa, based in Dakar",,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/senior-research-officer-for-west-central-africa-based-in-dakar/42,senego,
Chauffeur (Saint-Louis),,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/chauffeur-saint-louis/58,senego,
"Global Energy Adviser, Solarisation – Central & West Africa (CWA)",,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/global-energy-adviser-solarisation-central-west-africa-cwa/39,senego,
Arpenteur (Surveyor),,Dakar,Emplois,19 mars 2026 à 0h23,https://annonces.senego.com/arpenteur-surveyor/60,senego,
Déclarant douanes,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/declarant-douanes/9,senego,
Apporteurs d'affaires,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/apporteurs-daffaires/6,senego,
Chef d’équipe commercial,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/chef-dequipe-commercial/22,senego,
Appel à Consultance / Développement d'outils de conse...,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/appel-a-consultance-developpement-doutils-de-conse.../3,senego,
Assistant communication / Community Manager,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/assistant-communication-community-manager/19,senego,
Biologiste responsable LBM Touba,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/biologiste-responsable-lbm-touba/30,senego,
Spécialiste Technique Carrières / Concassage,,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/specialiste-technique-carrieres-concassage/24,senego,
Chef de Produits Téléphones Mobiles (H/F),,Dakar,Emplois,19 mars 2026 à 0h22,https://annonces.senego.com/chef-de-produits-telephones-mobiles-h-f/21,senego,
Dev Full Stack Expérimenté – Java / Angular,,Dakar,,,https://senjob.com/sn/jobseekers/dev-full-stack-expérimenté-–-java---angular_e_160538.html,senjob,
Dev Full Stack Expérimenté – Node.js / React.js,,Dakar,,,https://senjob.com/sn/jobseekers/dev-full-stack-expérimenté-–-node.js---react.js_e_160536.html,senjob,
Comptable confirmé,,Dakar,,,https://senjob.com/sn/jobseekers/comptable-confirmé_e_140378.html,senjob,
APPEL D'OFFRE/ Fourniture de kits d'hygiène menstruelle,,ziguinchor,,2026-03-30,https://senjob.com/sn/jobseekers/<b>appel-d-offre<-b>---fourniture-de-kits-d-hygiène-menstruelle_e_161107.html,senjob,2026-04-10
Développeur Fullstack Java/Vue js,,Dakar,,2026-04-01,https://senjob.com/sn/jobseekers/développeur-fullstack-java-vue-js_e_161149.html,senjob,2026-04-30
Commercial terrain,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/commercial-terrain_e_161283.html,senjob,2026-04-23
Closer / Setter (Commercial sur les Réseaux Sociaux),,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/closer---setter--commercial-sur-les-réseaux-sociaux-_e_161282.html,senjob,2026-04-24
Tailleur ou Couturière,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/tailleur-ou-couturière_e_161281.html,senjob,2026-04-23
Vidéaste,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/vidéaste_e_161280.html,senjob,2026-04-23
Créateur de contenu / Vlog / Journalisme,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/créateur-de-contenu---vlog---journalisme_e_161279.html,senjob,2026-04-25
Stagiaire Analyste Carbone,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/stagiaire-analyste-carbone_e_161278.html,senjob,2026-04-23
Responsable National Multimédia et Contenus Numériques,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/responsable-national-multimédia-et-contenus-numériques_e_161277.html,senjob,2026-04-24
Stagiaire Archiviste Financier,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/stagiaire-archiviste-financier_e_161276.html,senjob,2026-04-23
Chargé d’Approvisionnement,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/chargé-d’approvisionnement_e_161275.html,senjob,2026-04-28
Country Growth Operations Lead,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/country-growth-operations-lead_e_161274.html,senjob,2026-04-24
Ingénieur Traitement de l’Eau – Optimisation Énergétique,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/ingénieur-traitement-de-l’eau-–-optimisation-Énergétique_e_161273.html,senjob,2026-04-24
Coordinateur Hub Innovation – Afrique de l’Ouest,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/coordinateur-hub-innovation-–-afrique-de-l’ouest_e_161272.html,senjob,2026-04-23
Assistant RH,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/assistant-rh_e_161271.html,senjob,2026-04-23
Stage En ligne sur la fonction Évaluation,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/stage-en-ligne-sur-la-fonction-Évaluation_e_161270.html,senjob,2026-04-22
Assistant(e) Administratif(ve) et Comptable Bilingue,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/assistant-e--administratif-ve--et-comptable-bilingue_e_161269.html,senjob,2026-04-24
Consultant (e) en analyse des politiques éducatives,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/consultant--e--en-analyse-des-politiques-éducatives_e_161268.html,senjob,2026-04-15
Superviseur des cultures et des contrats d’achat (H/F),,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/superviseur-des-cultures-et-des-contrats-d’achat--h-f-_e_161267.html,senjob,2026-04-24
Regional Program Manager,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/regional-program-manager_e_161266.html,senjob,2026-04-24
Manager Ressources Humaines – SAO (H/F),,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/manager-ressources-humaines-–-sao--h-f-_e_161265.html,senjob,2026-04-24
Crédit Manager,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/crédit-manager_e_161264.html,senjob,2026-04-23
Superviseur de Caisse,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/superviseur-de-caisse_e_161263.html,senjob,2026-04-23
Chef de Garage,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/chef-de-garage_e_161262.html,senjob,2026-04-23
Docteur en pharmacie,,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/docteur-en-pharmacie_e_161261.html,senjob,2026-04-23
CHEF DE SECTEUR JUNIOR,,dakar senega...,,2026-04-08,https://senjob.com/sn/jobseekers/chef-de-secteur-junior_e_161260.html,senjob,2026-04-29
Responsable de Compétences (RC),,Dakar,,2026-04-08,https://senjob.com/sn/jobseekers/responsable-de-compétences--rc-_e_161259.html,senjob,2026-04-30
Consultant Support FAI avec expertise N1,,Dakar,,2026-03-31,https://senjob.com/sn/jobseekers/consultant-support-fai-avec-expertise-n1_e_161131.html,senjob,2026-04-30
Stage en comptabilité,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/stage-en-comptabilité_e_161257.html,senjob,2026-04-22
Commerciale Terrain,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/commerciale-terrain_e_161256.html,senjob,2026-04-22
Stagiaire Déclarant en Douane,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/stagiaire-déclarant-en-douane_e_161255.html,senjob,2026-04-22
Auditeur Confirmé,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/auditeur-confirmé_e_161254.html,senjob,2026-04-22
Deux (02) Auditeurs Seniors,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/deux--02--auditeurs-seniors_e_161253.html,senjob,2026-04-22
Consultant·e pour la conception du Tostan Junior Program,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/consultant·e-pour-la-conception-du-tostan-junior-program_e_161252.html,senjob,2026-04-22
Enquêteurs,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/enquêteurs_e_161251.html,senjob,2026-04-22
Ingénieurs Statisticiens,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/ingénieurs-statisticiens_e_161250.html,senjob,2026-04-22
Chauffeur Bilingue,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/chauffeur-bilingue_e_161249.html,senjob,2026-04-21
Business Developer – Merchant Payments,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/business-developer-–-merchant-payments_e_161248.html,senjob,2026-04-22
Coordinateur de Projet,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/coordinateur-de-projet_e_161247.html,senjob,2026-04-21
Graphique Designer Senior,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/graphique-designer-senior_e_161246.html,senjob,2026-04-22
Dev Front-End Expérimenté – React.js,,Dakar,,,https://senjob.com/sn/jobseekers/dev-front-end-expérimenté-–-react.js_e_160537.html,senjob,
Responsable des Operations,,Thies,,2026-04-07,https://senjob.com/sn/jobseekers/responsable-des-operations_e_161245.html,senjob,2026-04-22
Spécialiste en Communication,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/spécialiste-en-communication_e_161244.html,senjob,2026-04-10
Chief Of Staff,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/chief-of-staff_e_161243.html,senjob,2026-04-22
Traducteurs professionnels,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/traducteurs-professionnels_e_161242.html,senjob,2026-04-22
Responsable Commercial.e & Partenariats (Part-time) – UBB,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/responsable-commercial.e---partenariats--part-time--–-ubb_e_161241.html,senjob,2026-04-22
Nounou et Chef Cuisinière Expérimentées,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/nounou-et-chef-cuisinière-expérimentées_e_161240.html,senjob,2026-04-22
10 Business Developers,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/10-business-developers_e_161239.html,senjob,2026-04-22
Chauffeurs Taxi Particuliers,,Dakar,,2026-04-07,https://senjob.com/sn/jobseekers/chauffeurs-taxi-particuliers_e_161238.html,senjob,2026-04-22
CAISSIER H/F,,Dakar,,2026-04-03,https://senjob.com/sn/jobseekers/caissier-h-f_e_161192.html,senjob,2026-04-30
CHEF PATISSIER H/F,,Dakar (seneg...,,2026-04-03,https://senjob.com/sn/jobseekers/chef-patissier-h-f_e_161191.html,senjob,2026-04-30
Télétravail - placement auprès d'entreprises internationales,,Dakar,,2026-03-30,https://senjob.com/sn/jobseekers/télétravail---placement-auprès-d-entreprises-internationales_e_161106.html,senjob,2026-04-29
Consultant Support FAI,,Dakar (seneg...,,2026-03-26,https://senjob.com/sn/jobseekers/consultant-support-fai_e_161060.html,senjob,2026-04-24
Femme de Ménage Qualifiée,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/femme-de-ménage-qualifiée_e_161237.html,senjob,2026-04-18
Gérante Cuisinière,,Thies,,2026-04-06,https://senjob.com/sn/jobseekers/gérante-cuisinière_e_161236.html,senjob,2026-04-18
"Expert BTP, Spécialisé en Génie Maritime/Côtier",,Dakar,,2026-04-06,"https://senjob.com/sn/jobseekers/expert-btp,-spécialisé-en-génie-maritime-côtier_e_161235.html",senjob,2026-04-10
Expert en Modélisation Numérique Appliquée au Milieu Marin Côtier,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/expert-en-modélisation-numérique-appliquée-au-milieu-marin-côtier_e_161234.html,senjob,2026-04-18
Business Developer freelance — Apporteur d’affaires,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/business-developer-freelance-—-apporteur-d’affaires_e_161233.html,senjob,2026-04-18
Gestionnaire Site Web & Réseaux Sociaux,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/gestionnaire-site-web---réseaux-sociaux_e_161232.html,senjob,2026-04-18
Stagiaire Commerciale,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/stagiaire-commerciale_e_161231.html,senjob,2026-04-18
Conseillers Commerciaux (Free Télécom),,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/conseillers-commerciaux--free-télécom-_e_161230.html,senjob,2026-04-13
Chargé de domaine de formation « Secteurs bancaire et financier »,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/chargé-de-domaine-de-formation-«-secteurs-bancaire-et-financier-»_e_161229.html,senjob,2026-04-13
Opérateur de maintenance du patrimoine,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/opérateur-de-maintenance-du-patrimoine_e_161228.html,senjob,2026-04-13
Chargé de la réglementation des systèmes et moyens de paiement,,Dakar,,2026-04-06,https://senjob.com/sn/jobseekers/chargé-de-la-réglementation-des-systèmes-et-moyens-de-paiement_e_161227.html,senjob,2026-04-13
